Price,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
Ticker,ADANIENT.NS,ASIANPAINT.NS,BAJFINANCE.NS,HDFCBANK.NS,INFY.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS,^NSEI,ADANIENT.NS,ASIANPAINT.NS,BAJFINANCE.NS,HDFCBANK.NS,INFY.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS,^NSEI,ADANIENT.NS,ASIANPAINT.NS,BAJFINANCE.NS,HDFCBANK.NS,INFY.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS,^NSEI,ADANIENT.NS,ASIANPAINT.NS,BAJFINANCE.NS,HDFCBANK.NS,INFY.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS,^NSEI,ADANIENT.NS,ASIANPAINT.NS,BAJFINANCE.NS,HDFCBANK.NS,INFY.NS,MARUTI.NS,ONGC.NS,RELIANCE.NS,SUNPHARMA.NS,TCS.NS,^NSEI
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,155.30638122558594,1295.0107421875,259.20416259765625,504.392578125,553.448486328125,7004.46142578125,94.748291015625,498.4905700683594,402.7558898925781,1582.1661376953125,,160.34335096908617,1302.705839491425,259.90171808150495,505.07350040654114,554.4887248374226,7020.575018191037,95.7691519174612,501.29211717323517,407.6329939900778,1588.1528512988864,,153.52862631198647,1282.7833473687133,254.83831499489366,494.41320863765554,544.3776370027874,6927.82923132142,94.42927320075758,493.64353558398005,399.13290394728904,1567.365510313299,,158.91126099384326,1296.5685717836873,258.0480705989433,499.59069447531067,550.0365243347873,6979.120461938708,95.70534446022728,500.380511591524,401.78048041307096,1576.5119403469573,,4726656,664707,9178720,6373440,2943390,625360,4496586,9746670,8487116,1094883,
2019-01-02,152.93605041503906,1306.105224609375,255.0285186767578,499.79022216796875,556.7772216796875,6808.7119140625,93.82315063476562,491.99822998046875,408.7942199707031,1599.2120361328125,10792.5,155.89897022880007,1309.457048307558,259.70656682893843,504.2515866129729,560.8965761288266,6988.722964344858,94.6525989830788,501.15872336812794,409.8625607191072,1608.4831106282843,10895.349609375,150.6150905328505,1285.6161202678854,253.84315987452794,497.72389453870045,550.9518863192991,6786.368519264632,92.99370228645245,489.5969165762727,398.7613311899019,1579.8381903560582,10735.0498046875,155.05947025349198,1290.7147972369205,257.0821819048846,503.14799739973824,554.2390500026684,6974.670572325397,94.42928259619185,495.60015556027656,399.9225464816605,1583.995659278048,10868.849609375,2735262,1233780,13049150,8134232,7416655,891844,17436694,15628818,9656878,2100463,309700.0
2019-01-03,150.61509704589844,1310.8262939453125,252.31146240234375,495.8689880371094,556.8604736328125,6748.84912109375,90.85626220703125,485.92828369140625,405.124755859375,1579.79638671875,10672.25,154.17060700423832,1316.066508356997,258.3407061541874,499.73157940573066,563.3931508551124,6885.67240127724,92.92987783083178,495.64461591671386,412.0920469082636,1617.21360255567,10814.0498046875,148.442292102553,1301.101036898593,251.2480544090764,493.8026601622232,551.8256788438839,6731.658269258051,90.34584153430826,484.74987540635277,403.17390869569016,1574.1006752748242,10661.25,152.9854269713316,1304.6890249033381,254.8285449839382,498.78059277467264,559.2321970083242,6820.094568884123,92.51515860033179,492.4873615561272,410.6521230815054,1595.6363820233237,10796.7998046875,2758876,1636293,12824780,12771664,6827249,715168,26599483,16288287,9479511,2611668,286200.0
2019-01-04,150.66444396972656,1308.5128173828125,251.3212432861328,497.1955871582031,550.1196899414062,6777.46875,92.96179962158203,488.5519104003906,402.9881591796875,1560.5888671875,10727.349609375,152.09651856555982,1323.1950979766605,254.818785924029,499.7902343243313,560.8133716481908,6847.262297843666,93.28081747185215,491.13109227912537,408.65489569378303,1580.8357176603718,10741.0498046875,148.14595964177906,1304.311195094899,250.11147040210298,495.5284800629517,541.7561829893202,6708.799576504854,90.63297320887104,480.74772345630646,401.5018262284355,1530.7798395528368,10628.650390625,150.22000910483848,1310.542859994241,253.75537790348181,496.67901956990454,559.0241412028815,6781.684467654986,90.63297320887104,487.9960714293212,407.91172921815706,1579.837965861157,10699.7001953125,2777308,1202397,10510210,7287120,7889310,774445,7395898,18516544,6228693,4280862,296600.0
2019-01-07,149.38052368164062,1318.0965576171875,249.13101196289062,497.94696044921875,558.982421875,6896.96044921875,94.33357238769531,491.2645263671875,400.20123291015625,1578.0916748046875,10771.7998046875,152.5409681107849,1326.9720159421827,254.14563150538388,501.3986936022391,560.5635534988111,6939.070965648234,94.6844841978987,497.3567000020006,406.88984443260324,1587.154975063778,10835.9501953125,148.39288385564632,1306.5301659045724,248.32613913985406,497.3247404325629,550.4940678136285,6838.830572327813,92.99369366194203,489.59694997421326,398.8077745388117,1564.039413100301,10750.150390625,151.01012336645616,1308.6546051987261,253.7553946477243,499.6023729626674,553.4067348390973,6848.198833385796,94.14215975035182,492.2650662661068,406.0537750797931,1573.019584302106,10804.849609375,2714218,1074373,10243280,5387012,8046340,687845,12700566,12060290,4118235,1856423,269400.0
2019-01-08,151.55332946777344,1323.0533447265625,247.51638793945312,493.8026428222656,557.6093139648438,6969.51806640625,94.07837677001953,491.2200012207031,416.2259826660156,1574.4744873046875,10802.150390625,152.39282935449663,1333.8643321983948,251.90175174380164,498.6162206529154,563.7675448610787,6983.851323370027,95.13114168149175,493.57681770532923,417.1085175955758,1585.1591580030235,10818.4501953125,147.80029508566233,1317.6242230622074,246.34566245897932,492.3115848076029,556.3610280366516,6859.534769090692,93.34463949422523,487.37347700167027,401.64113614315266,1565.9516793097994,10733.25,148.63979497238552,1322.817295958547,249.75540432858713,498.26400764091665,561.6870683140918,6913.776911093236,95.13114168149175,491.4201032399845,402.9881288225035,1584.3276645401077,10786.25,2791866,1232440,12333790,8343460,8621545,516841,6163846,12304389,12368631,1691756,277700.0
2019-01-09,147.5040283203125,1323.761474609375,246.27732849121094,497.04296875,562.6441650390625,7019.54443359375,92.70657348632812,493.9326171875,416.87628173828125,1568.9869384765625,10855.150390625,152.54098287840256,1335.0918153335635,249.73585320845598,498.1113595877368,574.045188863342,7053.363948448854,94.556872809299,496.7119013047195,421.42823992459137,1595.636351174358,10870.400390625,145.77565845749754,1319.1821516183193,244.87733495410305,493.7086973385452,552.5746769361488,6945.628943259371,92.41945941699134,488.5741806820127,412.1849833896316,1552.1491916754783,10749.400390625,151.70149798714883,1324.2335721395496,248.38952579253893,497.324727668682,571.0493223778338,6989.191358401205,94.3654601845243,494.4884858846745,418.50198311553356,1585.9910449119,10862.400390625,4054809,973687,10939920,8568628,18130292,740580,4951441,12614237,9034282,2414376,333000.0
2019-01-10,149.23239135742188,1318.4267578125,245.33099365234375,495.0940856933594,565.6400146484375,6924.64453125,91.39862823486328,492.4873962402344,413.02105712890625,1570.3175048828125,10821.599609375,149.92373625688876,1321.8730928562268,248.04317973314835,498.6866698458964,567.5540430514704,7036.501486425185,93.79126248184923,494.04380481379746,416.17955702562205,1583.9955359711025,10859.349609375,146.66452165061514,1311.1565019050654,244.3602695184335,491.37234530575137,559.6898309767104,6895.181164712286,91.23911928506422,490.48631646526803,409.1658280630627,1556.6393722938242,10801.7998046875,149.13362134170293,1312.431142192968,246.43831704789,497.0899594085093,567.2211464627308,7026.196398374237,93.08941920847188,492.5985640405852,413.48554324165804,1571.5231301760543,10859.349609375,3534546,1004783,9108390,7691540,9572493,452699,7131028,8925160,3672333,3053461,254400.0
